name,brand,description
Nutritive Solutions Coconut and Hydration Conditioner,Dove,
Nutritive Solutions Daily Moisture Conditioner,Dove,"Protect your hair from daily wear and tear with Dove Nutritive Solutions Daily Moisture Conditioner. It gently conditions your hair with its mild, nourishing formula, leaving you with the look and feel of soft and silky hair. This moisturizing conditioner nourishes hair from deep within each strand, leaving it up to five times smoother. Designed for hair that is a touch dry, Dove Daily Moisture Conditioner helps to moisturize your dry hair, giving it a smooth and manageable appearance, but without weighing it down. To experience comprehensive benefits, use with Dove Nutritive Solutions Daily Moisture Shampoo. As part of the Dove Nutritive Solutions range, this Dove conditioner is formulated with Pro-Moisture Complex, which helps to smooth hair on the outside while deeply and progressively nourishing it from within. With regular use, this Dove Nutritive Solutions Daily Moisture Deep Conditioner helps to make hair look and feel healthier in the long run. With every wash, it instantly detangles hair, improving manageability and leaving you with the appearance of soft and silky hair. How to use: For softer hair that feels up to five times smoother, gently apply Dove Daily Moisture Conditioner to wet hair after shampooing, concentrating on the mid-lengths and ends, and then rinse. For best results, use with Dove Daily Moisture Shampoo. Suitable for daily use. With this multi-pack, your hair can stay softer for longer!"
0% Aluminum Deodorant Coconut and Pink Jasmine,Dove,"Find yourself throwing away an empty deodorant month after month? Join a new deodorant revolution with Dove refillable deodorant. With just a small change in your routine, you can be kind to your skin and kind to the planet at the same time. Buy once, refill for life with our new deodorant format. The Refillable deodorant Stick container is made from durable stainless steel, designed to last for life and never end in the trash. Plus, the Deodorant refills are kept fresh in packs made from 98% recycled plastic, and everything is packaged in 100% fsc-graded paper from well-managed forests. That's not all. This Deodorant without alcohol is designed to give you the Dove Care you know and love, with 1/4 moisturizers, leaving your underarm skin soft and smooth. Giving you up to 48 hours of odor protection, This moisturizing deodorant Stick comes with a soothing, delicate coconut and pink jasmine scent. For best results, apply this Deodorant after showering or bathing. Swipe it up and down on cool, dry underarms two or three times until an even layer has been applied. Once your refillable deodorant Stick runs out, simply place a new refill onto the base, twist and click, and you're good to go again. Don't forget to recycle the refill plastic pack. Start your new deodorant routine now with new Dove refillable Deodorant Starter Kit. It contains a refillable stainless-steel case, designed to be durable so you'll never have to throw it away, and one deodorant Stick refill with our Caring Deodorant formula and the coconut and pink jasmine scent you love. Dove is on a mission to help reduce waste around the world, from using alternative materials to creating packaging innovations like Dove refillable deodorant."
DermaSeries Replenishing Face Cream,Dove,"Dove DermaSeries Dry Skin Relief overnight face cream Relieve dry skin from the discomfort of dehydration upon waking with the Dove DermaSeries face cream for dry skin relief that infuses moisturization while you sleep - when skin is most receptive to treatments. With a balanced blend of shea butter and glycerin, its formulation nourishes the epidermis deep down, repairs the skin barrier and hydrates dry skin overnight for touchably soft skin upon waking. within the stratum corneum 1) Hypoallergenic night moisturizer 2) Fragrance-free 3) Non-comedogenic 4) Balanced blend of shea butter and glycerin 5) Soft texture 6) Tested with dermatologists 7) Suitable for eczema and psoriasis-prone skin NEA Dove DermaSeries Dry Skin Relief overnight face cream has been accepted by The National Eczema Association. The National Eczema Association's mission is to improve the health and quality of life for individuals living with eczema through support and education. Shea butter Brings a touch of luxury to this night moisturizer. As it helps form a barrier to hold in moisture, it melts into skin with a creamy texture and light, silky sensation. Touchably soft skin upon waking Clinically proven to infuse moisturization overnight with the unique blend of shea butter and glycerine for touchably soft skin upon waking. How to use 1) Apply this Dove DermaSeries night cream for dry skin and dehydrated skin every evening. 2) Massage gently into face and neck face cream for dry skin. 3) Massage in circular motions until fully absorbed."
Rich Moisture Shampoo,Dove,
Oxygen Hydration Shampoo,Dove,
Pure and Sensitive,Dove,"Experience a shower like no other with Dove shower foam body wash for sensitive skin. It's the first-ever self-foaming body wash with pump innovation from Dove, providing the light skin feel you want with the care Your skin needs. The instant foam moisturizing body wash contains our NutriumMoisture technology and our mildest cleansers, creating a light, airy lather that rinses away quickly. Dove shower foam sensitive skin foaming body wash has a hypoallergenic, nourishing formula that reaches deep into the surface layers of the skin and helps replenish skin's natural nutrients, which are essential for maintaining your skin's natural moisture balance. This helps leave skin looking and feeling healthy, soft, and smooth. To use, Simply press the pump bottle, spread the soft lather, and enjoy a quick rinse. With over 250 pumps per bottle, you can use the moisturizing Shower foam generously. Dove has a 60-year history in skin cleansing, now giving you more skin cleansing options without compromising on care. At Dove, our vision is of a world where beauty is a source of confidence, and not anxiety. So, we are on a mission to help the next generation of women develop a positive relationship with the way they look - helping them raise their self-esteem and realize their full potential. Within the stratum corneum."
Exfoliating Body Polish Kiwi Seeds & Cool Aloe,Dove,"What does beautiful skin look like to you? Smooth? Silky? Soft? With Dove Kiwi Seeds & Cool Aloe Exfoliating Body Polish, you get all three benefits from one Dove exfoliating body scrub. With a rich, whipped texture, our body polish gives you a beautifully creamy coverage. Enriched with our classic 1/4 moisturizing cream, this exfoliating scrub deeply nourishes and cares for your skin as it buffs away dull, dry skin in the shower. Restore your skin's natural nutrients with this shower exfoliator, as it bursts with a fresh kiwi and aloe fragrance to lift your senses. You'll be left refreshed and soothed with every wash. To use, scoop a generous amount of this polish out of the jar. Massage Dove Exfoliating Body Polish all over your body in circular motions for creamy coverage, and then rinse away to reveal silky smooth skin. Focus on rough spots like knees and elbows! Use 3-4 times per week as part of your skin care regimen, followed by Dove Body Wash or Beauty Bar for touchably soft skin. It's just two steps for your softest, smoothest skin yet! Try our Dove Body Polish to get beach-ready skin, prep skin for tanning, or to help exfoliate skin before shaving to help prevent ingrown hairs."
Visible Care Softening Creme Body Wash,Dove,"Formulated with plant-based moisturisers and Micromoisture technology, our gentle cleanser helps protect your skin’s natural barrier, gives skin continuous 24-hour nourishment, and leaves it feeling smoother and stronger. It also gives you a clean and calm fresh mint and cedar scent that helps soothe your senses."
Deve Olive & Argan Cleansing Oil,Dove,"DHC Olive Concentrated Cleansing Oil is the perfect cleansing oil for normal to dry skin types, made to satisfy hydration-hungry complexions. This powerful makeup remover is formulated with Oleic Acid from Olive Oil, to remove makeup instantly, while conditioning and protecting your skin from dryness. As you massage the cleanser in, it clings to makeup, pore-clogging oil, and even dead skin cells. The formula rinses away as a milky emulsion taking dirt and impurities with it, leaving skin ultra-clean, conditioned, and perfectly moisture balanced. In addition, it's free of parabens and potential skin-irritating ingredients like synthetic fragrance and coloring. Simple yet effective, with nothing unnecessary that might harm the delicate balance of healthy skin. Nourishes, hydrates and softens skin with Flor de Aceite (flower of the virgin oil), the essence of organic olive oil captured from its first crush before the olives are pressed"
MEN+CARE Clean Comfort Body and Face Wash,Dove,
MEN+CARE Clean Comfort Body and Face Wash,Dove,"To start the day on a fresh note, add Dove Men+Care Clean Comfort Body and Face Wash to your shower routine. This crisp, refreshing body men's body wash with MICROMOISTURE technology helps keep skin hydrated, healthy looking and strong, and is clinically proven to fight skin dryness better than regular men's body wash. The highly effective cleansing formula rinses off easily to deliver a refreshing clean and total skin comfort, and this #1 Dermatologist recommended brand body wash can be used both as a body wash and a face wash. Delivering total skin comfort, this men's body wash rinses away cleanly without leaving any residue behind so you get a refreshing clean. Uniquely formulated for men with MicroMoisture technology that activates when lathering, Dove Men+Care Clean Comfort Body Wash helps to lock in your skin's natural moisture and leave it feeling fresh and hydrated. This shower gel for men is noncomedogenic, hypoallergenic, and gentle enough to use on your face. The formula leaves you with a clean body and a crisp, refreshing scent. Now you can start your day with skin that feels healthy, protected, clean, and refreshed with this powerful and effective body wash for men.\n"
Acne Dote Oil Control Lotion Oil-Free,Dove,"Get relief from dry and irritated skin with Alba Botanica Very Emollient Coconut Rescue Body Lotion. This rich, creamy lotion is made with virgin, unrefined coconut oil and coconut milk to nourish and intensely hydrate skin. It's also made with moisturizing botanicals such as sunflower seed oil and shea butter. Our 100% vegetarian formula is hypo-allergenic and does not contain any parabens, phthalates or synthetic fragrances. It is also not tested on animals.*"
Purely Pampering Shea Butter with Warm Vanilla Body Wash,Dove,"Leave your skin softer, smoother and beautifully fragranced with this shea butter and vanilla-scented body wash.\n"
Micellar Water Sensitive Skin Beauty Bar,Dove,"Dove Sensitive Skin Beauty Bar combines classic Dove cleansers and ¼ moisturizing cream in a fragrance-free, hypoallergenic bar that’s gentle enough for sensitive skin. #1 Dermatologist recommended and suitable for daily use, it can be used as a hand soap, gentle facial cleanser and body soap. Proper sensitive-skin care depends on having a cleanser that truly cares for your skin and won’t dry it out like an ordinary soap can. Washing with regular soap can cause skin to feel dry and tight. What makes Dove different? It’s the combination of gentle cleansers and moisturizing ingredients that help to nourish skin. Formulated with ingredients that are suitable for sensitive skin and ¼ moisturizing cream, the Dove Sensitive Skin Beauty Bar hydrates better than traditional bar soaps. That’s because Dove isn’t a soap; it’s a Beauty Bar. At Dove, our vision is of a world where beauty is a source of confidence, not anxiety. That’s why we are on a mission to help the next generation of women develop a positive relationship with the way they look—helping them raise their self-esteem and realize their full potential."
Dode Zee Dag- & Nachtcreme Hypo-Allergeen,Dove,
Purely Pampering Coconut Milk with Jasmine Petals Body Wash,Dove,"Dove Purely Pampering Coconut Milk with Jasmine Petals Body Wash brings you 100 percent gentle cleansers and delivers skin natural nutrients along with a fine coconut milk and jasmine scent to help you pamper yourself for a few moments each day. All skin deserves gentleness, which is why Dove is sulfatefree, and the number 1 dermatologist recommended. This Dove body wash is moisturizing, mild, and helps your skin to maintain its natural moisture as you wash. The unique NutriumMoisture technology gives you softer, smoother skin after just one shower, and the mild formula helps your skin to maintain its natural moisture as you wash."
Essential Body Milk,Dove,
Exfoliating Body Polish Pomegranate Seeds & Shea Butter,Dove,"There’s one essential step for achieving smooth skin that shouldn’t be overlooked: exfoliation. So, gently buff away dry, dull skin while caring for your skin with Dove Pomegranate Seeds & Shea Butter Exfoliating Body Polish. Made with 1/4 moisturizing cream, this exfoliating body scrub restores skin’s nutrients as it exfoliates, leaving your skin feeling silky smooth. With a smooth, easily spreadable texture, this Dove body exfoliator gives you beautifully creamy coverage while releasing the sweet scent of pomegranate. Get all the effectiveness you’d look for in exfoliators or a shower scrub, but with the nourishment and care that your skin needs in the shower. To use, scoop a generous amount of Dove Pomegranate Seed & Shea Butter Exfoliating Body Scrub out of the jar. Massage all over your body in circular motions for creamy coverage, and then rinse away to reveal silky smooth skin. Use 3-4 times per week as part of your skin care regimen, followed by Dove Body Wash or Beauty Bar for touchably soft skin. Try Dove Body Polish to get beach-ready skin, prep skin for tanning, or to help exfoliate before shaving to help prevent ingrown hairs. You'll love the feeling of silky smooth skin all over. Plus, when you buy Dove, you can be assured you’re caring for your skin with products that are PETA Cruelty-Free certified. Company-wide, we’re also on a mission to help the next generation of women develop a positive relationship with the way they look—reaching over 1/4 of a billion young people with self-esteem education by 2030. We’re also committed to substantially reducing plastic waste by 2025. This includes reducing our use of virgin plastic by 20,500 metric tons annually, launching new 100% recycled plastic bottles and trialing new refillable formats for certain select products.\n"
Exfoliating Body Polish Crushed Macadamia & Rice Milk,Dove,"There’s one essential step for achieving smooth skin that shouldn’t be overlooked: exfoliation. So, gently buff away dry, dull skin while caring for your skin with Dove Macadamia and Rice Milk Exfoliating Body Polish. Made with ¼ moisturizing cream, this gentle exfoliating body scrub restores skin’s nutrients as it exfoliates, leaving your skin feeling silky smooth. With a smooth, easily spreadable texture, this Dove body exfoliator gives you beautifully creamy coverage while releasing a gently herbal and floral hypoallergenic fragrance. Get all the effectiveness you’d look for in exfoliators or a shower scrub, but with the nourishment and care that your skin needs in the shower. To use, scoop a generous amount of Dove Macadamia and Rice Milk Exfoliating Body Scrub out of the jar. Massage all over your body in circular motions for creamy coverage, and then rinse away to reveal silky smooth skin. Use 3-4 times per week as part of your skin care regimen, followed by Dove Body Wash or Beauty Bar for touchably soft skin. Try Dove Body Polish to get beach-ready skin, prep skin for tanning, or to help exfoliate before shaving to help prevent ingrown hairs. You'll love the feeling of silky smooth skin all over. Plus, when you buy Dove, you can be assured you’re caring for your skin with products that are PETA Cruelty-Free certified. Company-wide, we’re also on a mission to help the next generation of women develop a positive relationship with the way they look—reaching over ¼ of a billion young people with self-esteem education by 2030. We’re also committed to substantially reducing plastic waste by 2025. This includes reducing our use of virgin plastic by 20,500 metric tons annually, launching new 100% recycled plastic bottles and trialing new refillable formats for certain select products.\n"
Total Damage Treatment,Dove,"You’ve probably heard of the benefits of white clay for your skin, but have you thought about using it on your hair? Inspired by the white clay benefits found in skin care, Dove Mineral Strengthens Hair Mask helps nourish and strengthen your strands, so you don’t have to worry about damaged hair. Tangle-teasing, heat, UV rays, hair breakage... the list goes on. Our hair goes through a lot that can weaken it and cause hair breakage. This hair mask (or hair masque as some people would call it), for damaged hair helps to nourish and strengthen damaged hair and leave you with up to 99% less hair breakage*. Plus, its nourishing formula is infused with minerals to moisturize every strand, and leave it looking as healthy as it feels. Harnessing the power of white clay, this hair strengthening mask adds a touch of luxury to your daily routine. Apply a generous amount of the Dove Mineral Strengthens + White Clay Hair Mask to mid-lengths and tips. Leave for 3-5 minutes and then rinse thoroughly before drying your hair. After applying the mask generously, take a moment to enjoy its earthy scent while it works on your hair. Time to rinse away? Try using a wide tooth comb. This helps you get a proper rinse and tackle any unwanted knots. After using this hair strengthening clay mask, you’ll be left with tangle-free, clean and smooth hair when you get out of the shower."
Rainforest Of The Sea Deep Dive Cleansing Gel,Dove,
"Purely Pampering Nourishing Body Wash, Warm Vanilla & Brown Sugar",Dove,"3 Dove Nourishing and Restore Body Wash 500ml/19.9oz (3X 500ml/16.9oz, Purely pampering-Shea butter with warm vanilla)\n"
Summer Care Beauty Bar,Dove,"Summer Care Beauty Bar In the summer months, elements like sun, wind and heat can leave your skin feeling parched. Revive it with an ultra-light, hydrating formula, ¼ moisturizing cream and the clean, crisp scent of lotus petals and seagrass."
Youth Dose Eye Treatment,Dove,
"Purely Pampering Nourishing Body Wash, Pistachio Cream with Magnolia",Dove,A shower experience that nourishes and pampers;Almond cream with hibiscus;Creates a gentle cloud of creamy lather;The soothing scent fills your shower leaving you in an ideal state of mind\n
"Purely Pampering Nourishing Body Wash, Almond Cream with Hibiscus",Dove,A shower experience that nourishes and pampers;Almond cream with hibiscus;Creates a gentle cloud of creamy lather;The soothing scent fills your shower leaving you in an ideal state of mind
Go Fresh Rebalance Body Wash,Dove,"If you’re wondering how to make skin shine every day, the best place to start is right at the beginning of your morning – in the shower. A refreshing body wash can really help kick-start your day and your daily skin care routine, as well as awaken your senses. That’s why we’ve created the Dove go fresh range, to nourish your skin and leave it feeling hydrated. Dove Energize Body Wash infuses the vibrant, uplifting scent of grapefruit and lemongrass into a body wash that helps nourish and refresh your skin.This caring body wash, with grapefruit extract and moisturizing beauty essence, nourishes deep into the surface layers* of your skin, leaving you with freshly moisturized skin. At the same time, Dove Energize Body Wash has a sparkling grapefruit and lemongrass scent to leave you and your skin feeling dewy-fresh and hydrated. *Within the stratum corneum\n"
Espuma Facial 3 en 1,Dove,Customers usually keep this item
Daily Dose Vitamin C + Multivitamin Defense Serum,Dove,
Advanced Care Caring Coconut Antiperspirant,Dove,"Have you been wondering how to get soft and comfortable underarms? Try Dove Advanced Care Caring Coconut Dry Spray Antiperspirant Deodorant. The pampering antiperspirant spray infused with a creamy coconut scent leaves your underarms feeling healthy and protected. This Antiperspirant for women, with Dove’s a quarter moisturizers with natural oil and an alcohol-free formula, is kind to delicate underarm skin and helps it recover from the irritation that regular shaving can cause. After a few uses, you’ll notice that your underarm skin looks and feels smoother. Tthis Dove antiperspirant deodorant for women doesn’t compromise on antiperspirant protection. It will keep you dry and fresh all day with up to 48 hours of antiperspirant protection. For best results, apply this Dove antiperspirant for women to dry skin after showering and enjoy fresh, comfortably dry skin from morning to night. Dove is Certified Cruelty-Free by PETA because we believe that real beauty is cruelty-free. We’re on a mission to help women raise their self-esteem – because we believe beauty should be a source of confidence, not anxiety. Dove Antiperspirant Deodorants deliver effective underarm protection and are kind to skin, so women can be free of underarm inhibitions and live beautifully unselfconsciously.\n"
DermaSeries Replenishing Body Lotion,Dove,"Dove DermaSeries dry skin relief – replenishing body lotion When expert care meets lasting comfort for very dry skin every day. Introducing a non-sticky Dove body lotion specially crafted for clinically dry skin. A perfect addition to your beauty regimen, this fragrance free lotion is clinically proven to replenish extremely dry skin, restoring skin's natural protective barrier over time. With a unique blend of AminoSilk Complex, patented PPAR technology, and some of Dove's most powerful moisturizers, Dove DermaSeries body lotion for dry skin unlocks your skin's natural ability to be and feel healthier. Beautiful-feeling skin starts with care. Expert care for severely dry, itchy skin This formula is one of the best body lotions for dry skin restoring moisture in all layers of the skin while sealing the outer layer from external irritants. This body moisturizer is hypoallergenic, fragrance-free and non-sticky providing constant and weightless nourishment throughout the day. How to use Experience this Dove lotion for dry, itchy skin, for instant relief and lasting nourishment. - Apply 3-4 pumps of this fragrance free lotion on your hands and massage on all over your body until fully absorbed. - Apply Dove body lotion every morning and evening, and as required during the day. - Complete your regimen with Dove DermaSeries gentle cleansing body wash.\n"
Pencil Eyeshadow N. 14 - Dove-Grey Matte,Dove,
Compact Eyeshadow N. 02 - Dove-Grey,Dove,
DermaSeries Dry Skin Relief Milky Face Wash,Dove,"Dove DermaSeries dry skin relief gentle cleansing face wash Looking for a gentle daily face wash for dry skin? Dove DermaSeries dry skin relief gentle cleansing face wash is a soap-free cleanser with a unique blend of skin-natural lipids and mild cleansing actives that offers creamy care for dry, delicate skin. Use the Dove fragrance free, hypoallergenic face wash every day to gently remove impurities and improve visual dryness. It is one of the best facial cleansers for dry skin from Dove. Creamy, gentle cleansing for extremely dry skin From the makers of the #1 dermatologist recommended skin cleansing brand for dry skin, the Dove DermaSeries face wash is 100% free of cleansing surfactant, non-foaming and ultra-mild. It has a unique emollient combination to seal in moisture without greasiness and is clinically proven to significantly improve the quality of skin over time. The creamy consistency allows you to use with or without water. Beautiful-feeling skin starts with care. How to use This hypoallergenic, fragrance-free face wash gently removes impurities while deeply moisturising your skin. - Lather Dove fragrance-free face wash in your hands and apply on wet face in circular motions, or apply it on dry face with a cotton round. - Rinse your skin before patting dry. Repeat every morning and evening. - Complete your regimen with Dove DermaSeries replenishing face cream. Care for your body too with Dove DermaSeries body wash and lotion."
Nourishing Oil Care Anti-Frizz Serum,,
Online Only Meet Your Hue Foundation,Dove,"Give your skin that youthful glow with Covergirl & Olay Simply Ageless 3-in-1 Liquid Foundation. This anti-aging foundation plumps up skin to instantly reduce the appearance of wrinkles for a younger-looking complexion. Skin tone looks more even and other imperfections are blurred, while hyaluronic complex and vitamin C deliver firming hydration to keep your skin looking healthy and radiant. Pro-tip: Use with Covergirl Simply Ageless Anti-Aging Foundation Primer for maximum results."
Moisturising Cream Anti-Perspirant,Dove,
Nourishing Care Shea Butter Beauty Bar,Dove,"We believe that cleansing should be an opportunity for you to take a few moments just for yourself. That’s why we created the pampering Dove Shea Butter Beauty Bar, an indulgent Dove Beauty Bar that has the warm, comforting scents of shea butter and vanilla. Formulated with Dove’s gentle cleansers and 1/4 moisturizing cream, the Shea Butter Beauty Bar leaves skin feeling soft and smooth and looking radiant. A gentle cleanser that cares for your skin as you cleanse, Dove Beauty Bar helps deliver nourishment and leave your face and body feeling soft and smooth and looking more radiant than an ordinary bar soap does. Use your Beauty Bar as a facial cleanser or as a gentle skin cleanser for your body and hands. For best results, rub your Dove Shea Butter Beauty Bar between wet hands and massage the smooth, creamy lather over your skin before rinsing thoroughly. With beautiful blends of skin-loving ingredients, Dove cleansing skin care products create a rich lather with soothing scents that create a relaxing experience that will leave both you and your skin feeling balanced, renewed, and nourished. At Dove, our vision is of a world where beauty is a source of confidence, and not anxiety. Our mission is to help the next generation of women develop a positive relationship with the way they look, helping them raise their self-esteem and realize their full potential.\n"
Intensive-Cream,Dove,
Men+Care Extra Fresh Micro Moisture Cooling Body Wash,Dove,
Purely Pampering Sweet Cream & Peony Body Wash,Dove,"Dove Purely Pampering Nourshing Body Wash, Sweet Cream & Peony 22 oz (Pack of 3) - Dove Sweet Cream with Peony body wash creates a cloud of creamy lather. The comforting scent fills your shower, leaving you with the feeling of complete indulgence. Whether it's a half-hour alone with a cup of tea and a good book or a restorative yoga class, taking time for ourselves is one of life's simplest pleasures. But even when resting on the sofa isn't an option, the shower is a great place to take a few quiet minutes every day. And the right body wash - one that leaves you with soft skin and has a fragrance you love - can help you to do that in the shower every single day. So why not pamper yourself with Dove Purely Pampering Sweet Cream with Peony Body Wash? This Dove body wash gives you a rich lather and warm sweet cream with peony fragrance to delight your senses. Meanwhile, the mild cleansers help your skin to maintain its natural moisture, and Nutrium Moisture technology helps to replenish your skin's nutrients, giving you softer, smoother skin after just one shower."
Ultracare Crème Concentrated + Repair Conditioner,Dove,"Dove Ultracare Crème Concentrated + Moisture Conditioner 8oz, pack of 1"
Espuma De Limpieza Facial Purificación Profunda,Dove,
Inner Glow Facial Wash,Dove,"• Dove Inner Glow Face Wash formulated for smooth and glowing skin\n\n• Gently removes dead skin cells to boost dull, tired skin\n\n• With NutriumMoisture™ Beauty Serum* to nourish skin deeply**\n\n• Moisturises skin to reveal its natural radiance\n\n• Dermatologically tested, suitable for normal skin\n\n• Delicate floral fragrance"
Nutritive Solutions Daily Moisture Shampoo,Dove,
Go Fresh Dry Spray Antiperspirant Rejuvenate,Dove,"Infused with the fresh fragrance of crisp cucumber and honeydew melon blended with green tea, Dove Advanced Care Cool Essentials Dry Spray Antiperspirant deodorant.is ideal for a long-lasting invigorating, fresh scent. Containing Dove 1/4 moisturizers with natural oil, this antiperspirant spray helps leave underarms.soft and comfortable. As much as it cares for your skin, this dry spray doesn’t compromise on antiperspirant protection. Keeping you fresh, this gentle deodorant.for women protects from sweat and odor for up to 48 hours. This antiperspirant goes on instantly dry so you can get dressed and start your day right away. In addition to staying cool all day long, Dove antiperspirant spray helps you care for your underarms. This alcohol-free formula helps delicate underarm skin recover from the underarm irritation that regular shaving can cause. For best results, apply this Dove antiperspirant deodorant.to dry skin after showering and enjoy fresh, comfortably dry skin from morning to night. Dove is certified cruelty-free by PETA because we believe that real beauty is cruelty-free. We’re on a mission to help women raise their self-esteem – because we believe beauty should be a source of confidence, not anxiety. Dove Antiperspirant deodorant. deliver effective underarm protection and are kind to skin, so women can be free of underarm inhibitions and live beautifully unselfconsciously."
DermaSeries Dry Skin Relief Expert Balm,Dove,
Deeply nourishing body wash,Dove,
By Flower Dome Apple Blusher,Dove,
Visible Care Renewing Creme Body Wash,Dove,
Men+Care Sensitive Fresh Awake Body and Face Wash,Dove,"Looking for a body wash for men that’s designed for an active lifestyle? Add Dove Men+Care SportCare Power+Renew Body and Face Wash to your men’s skin care and shower routine! This body wash for men is specifically designed for men’s skin by the #1 dermatologist recommended men’s brand. Dove Men+Care SportCare Power+Renew Body and Face Wash uses its unique MicroMoisture Technology that activates as you lather the lightweight gel to help hydrate skin and protect it against dryness. Sweat, friction from exercise, extra showers, and towel drying make your skin vulnerable and could lead to sweat rash, chaffing, and irritation. Our Power+Renew body wash for men is developed specifically for men who give it their all at work, at the gym, and beyond. It’s also just as effective for cleansing hands. Dove Men+Care Body and Face Wash is an easy-to-rinse, hydrating body wash that is clinically proven to fight dry skin better than a regular men’s body soap or cleanser. It is also gentle enough to use as a men’s face wash. SportCare Power+Renew features a cooling peppermint scent and exfoliating grains to help stimulate muscle recovery. For best use, pump Dove Men+Care Body and Face Wash on to your palm and rub your hands together to work the shower gel into a light foam to activate the MicroMoisture Technology. Apply to your body and face. Rinse thoroughly. Dove Men+Care champion active fathers and the need for paid paternity leave. Find out more about their work in celebrating fatherhood and raising awareness around parental leave on the Dove Men+Care site. And as part of our commitment towards sustainability, each Dove Men+Care body and face wash bottle is recyclable and made with 100% recycled plastic and is PETA certified Cruelty Free."
Go Fresh Softening Hydration Body Wash Rose + Pomegranate,Dove,"Showers are the most refreshing part of our day. To make them even more refreshing, why not add a dash of pomegranate and lemon verbena scent to your body wash? That’s where Dove Go Fresh Revive Body Wash comes in. It’s enlivened with an invigorating pomegranate and lemon verbena scent to awaken and refresh your senses. As well as giving a revitalizing boost to your morning, Dove Go Fresh Revive Body Wash uses gentle cleansers to maintain your skin’s natural moisture and NutriumMoisture technology to deposit skin natural nutrients."
DermaSpa Goodness³ Body Lotion,Dove,"Ideal for normal-to-dry skin types, Lubriderm Daily Moisture Fragrance-Free Body Lotion plus Pro-Ceramide, shea butter, and glycerin is our solution to replenish and moisturize dry skin that's suitable for all skin types. From a dermatologist developed brand, this daily moisturizing lotion provides clinically proven 24-hour hydration and helps achieve healthier-looking skin. It is formulated with Pro-Ceramide and glycerin to help restore your skin's moisture barrier. This lotion has a non-greasy, unscented formula that is suitable for the body and face and won't clog your pores. The fast-absorbing formula of this fragrance-free body lotion is suitable for all skin types, even sensitive skin. The allergy- and dermatologist-tested lightweight body lotion is free of parabens, phthalates, and dyes. To use, smooth on face, hands, and body daily or as directed by a physician. Daily Moisture Lotion from Lubriderm, a dermatologist developed brand.."
Compact Eyeshadow N. 15 – Duo Chrome Antique Pink And Dove Grey,Dove,
Volume Nourishment Conditioner,Dove,
Men+Care Deep Clean+ Face Scrub,Dove,"Dove believes beauty should be a source of confidence, not anxiety. That’s why we’re on a mission to help women raise their self-esteem and realize their full potential."
Antitranspirante Roll-On Sensitive,Dove,
Dive-In Skin Booster,Dove,
Derma Care Scalp Soothing Moisture Conditioner,Dove,"Soothe & moisturize hair from root to tip with our calming scalp conditioner with tea tree oil. It helps reduce feelings of discomfort while also refreshing & reviving sensitive scalp. Ideal for dry, uncomfortable scalp and hair, it's suitable for all hair types including straight, wavy and curly hair."
Clarify Charcoal & Hydrate Conditioner,Dove,
Men+Care 2-in-1 Anti-Dandruff Shampoo And Conditioner,Dove,"Dove Men + Care Fortifying 2-in-1 Shampoo + Conditioners make hair stronger and more resilient so that men can pursue their active lifestyles. Dove Men+Care Dermacare Scalp Dandruff Defense Shampoo + Conditioner is designed specifically for men that want dandruff relief. With regular use, the formula, with caffeine, improves men’s scalp health and helps eliminate flakes with Pyrithione Zinc. It also helps strengthen hair, leaving it visibly healthy, thicker and resilient, while helping to control and eliminate dandruff flakes. It is a dual 2-in-1 formula that functions as a shampoo and conditioner so that it cleanses and conditions simultaneously, leaving men’s hair stronger and more resilient against breakage, and helping to flake eliminate flakes. It is available in the following sizes: 12 oz and 25.4 oz. Great hair care doesn’t stop in the shower! Complete your hair care regimen and get the perfect look with the Dove Men + Care Sculpting Paste for a natural look, Defining Pomade for a sleek and polished finish, or Control Gel for all-day hold. Use it with the entire line of Dove Men + Care products for the perfect grooming regimen, such as Dove Men + Care Hydration Balance Body Wash and Dove Men + Care Cool Silver Dry Spray Antiperspirant."
Go Fresh Invigorating Hydration Body Wash Avocado + Calendula,Dove,
